Extension,Metadata,Category,MIME Type
.hcu,Logitech Harmony update,Configuration file,
.soc,Sonic Object configuration file,Configuration file,
.adb,AIMSS runtime project configuration file,Configuration file,
.lpd,TCP/IP hosts print file,Configuration file,
.exprwdconfig,Microsoft Expression Web XML configuration,Configuration file,
.crp,CureROM configuration,Configuration file,
.autoconf,Autoconfiguration,Configuration file,
.mmf,McAfee VirusScan configuration,Configuration file,application/vnd.smaf
.avgconfig,AVG Antivirus configuration,Configuration file,
.eqconfig,EQATEC Profiler configuration,Configuration file,
.ezc,Easy Concerns dynamic smart booklet,Configuration file,
.gladinetsp,Gladinet configuration,Configuration file,
.x4k,XML4King configuration file,Configuration file,
.vue,Microsoft Schedule+ configuration data,Configuration file,
.apm,AMS configuration file,Configuration file,
.mcserver,Minecraft MCServer server configuration,Configuration file,
.pnc,Palm OS configuration file,Configuration file,
.resourceconfig,Visual Studio resource configuration file,Configuration file,
.mcs,Pro/Engineer ModelCheck start configuration,Configuration file,
.geo,GoldED/OS2 compiled config,Configuration file,application/vnd.dynageo
.bt3,Control Runner button configuration,Configuration file,
.pat,Palace Server Rooms configuration,Configuration file,
.ncf,Systems Management Server (SMS) network configuration file,Configuration file,
.sdg,Smart Diary Suite graph configuration,Configuration file,
.rb,Rosebud configuration profile,Configuration file,
.pb1,OrindaBuild configuration,Configuration file,
.top,IBM Netfinity server Rack Configurator data,Configuration file,
.xnp,Modbus Slave XNC driver configuration,Configuration file,
.wed,JAWS configuration file,Configuration file,
.xilize,Xilize configuration,Configuration file,
.vmc,DESQview video monitor configuration file,Configuration file,
.gen,Chromeleon generic driver configuration data,Configuration file,
.api,Lotus printer driver,Configuration file,
.spdesignconfig,SharePoint Designer configuration file,Configuration file,
.kcf,Sony Ericsson remote control configuration,Configuration file,
.irafhosts,IRAF user file,Configuration file,
.wcf,WadAuthor configuration,Configuration file,
.dtpc,LaserWriter configuration file,Configuration file,
.rap,RunAs Professional configuration file,Configuration file,
.pti,IBM Configurator configuration,Configuration file,
.rta,Adobe RoboHelp configuration file,Configuration file,
.vcl,Varnish configuation,Configuration file,
.fst,GFI FAXmaker configuration file,Configuration file,image/vnd.fst
.pwr,Powerail configuration file,Configuration file,
.mm3,Mortgage Minder saved mortgage configuration file,Configuration file,
.mm4,Mortgage Minder saved mortgage configuration file,Configuration file,
.wsp,Web Site Publisher configuration file,Configuration file,
.scf,Lotus Symphony spelling checker configuration,Configuration file,
.xcpad,XCPad configuration,Configuration file,
.code-workspace,Visual Studio Code configuration file,Configuration file,
.tf,Turbo Profiler configuration,Configuration file,
.sb,Apple Mac sandbox configuration,Configuration file,
.tcp,Autodesk template control data pointer file,Configuration file,
.dmp,"Memory dump, screen dump, junk files",Binary,
.res,Delphi resource data,Binary,application/x-dtbresource+xml
.log,Log,Binary,text/plain
.mf4,ASAM Version 4.0 measurement data format,Binary,
.bpl,Delphi packed library,Binary,
.pld,Oracle binary module text form,Binary,
.suo,Microsoft Visual Studio solution user options,Binary,
.sbn,ArcView spatial index for read-write shapefiles,Binary,
.00,Studievereniging Marie Curie binary data,Binary,
.dlf,Belkin router firmware update,Binary,
.oct,RADIANCE Octree Format,Binary,
.pib,Platform independent binary data,Binary,
.bdf,Bdiff Bupdate binary update,Binary,application/x-font-bdf
.sea,ShrinkIt self-extracting archive,Binary,
.ami,AMI BIOS firmware data,Binary,application/vnd.amiga.ami
.mdf,Vector measurement data,Binary,
.vtz,VTPro-E compiled project,Binary,
.dpl,Delphi packed library,Binary,
.p,MATLAB binary-runtime P-file,Binary,text/x-pascal
.pbo,Microsoft Source Profiler profiler binary output,Binary,
.dmt,Delphi menu template,Binary,
.qq,BLU archive,Binary,
.dmg,Oracle binary format dump data,Binary,application/octet-stream
.baml,Compiled XAML file,Binary,
.odb,Abaqus/CAE binary output data,Binary,application/vnd.oasis.opendocument.database
.rbf,Quartus II RAW binary data,Binary,
.aab,Adobe Authorware binary data,Binary,application/x-authorware-bin
.dcp,Delphi component package,Binary,
.shk,ShrinkIt compressed Apple II file archive,Binary,
.pbt,Microsoft Source Profiler binary table,Binary,
.lsb,LightScape Technologies binary data file,Binary,
.oca,Visual Basic Control Typelib Cache file,Binary,
.264,Alcatel Speed Touch DSL modem firmware update,Binary,
.blg,Microsoft Windows binary performance log,Binary,
.vdb,Norton Antivirus virus definition update,Binary,
.zbf,RADIANCE Z-Buffer format,Binary,
.x3db,X3D binary format,Binary,
.aks,Aksharamala keymap binary data,Binary,
.dcu,Delphi compiled unit,Binary,
.dde,Dynamic Data Exchange,Binary,
.1,Inno Setup binary data,Binary,
.dsm,Delphi symbol file,Binary,
.bny,Binary ll format,Binary,
.dm,DRM Delivery Message,Binary,
.bif,Binary information data,Binary,
.bin,Opera encoder data,Binary,application/octet-stream
.bin,Thomson Speedtouch series WLAN router firmware,Binary,application/octet-stream
.exp,ASCET binary model description,Binary,
.bufr,Binary Universal Form for the Representation,Binary,
.aot,ZenWorks snAppShot application binary object template,Binary,
.mb,Mathematica binary data,Binary,application/mathematica
.ess,Ekahau Site Survey binary container,Binary,
.bxy,NuFX archive within a Binary II envelope,Binary,
.lw,LightWave 3D binary file,Binary,
.wps,Rockbox theme,Binary,application/vnd.ms-works
.grib,WMO CBS FM 92-VIII ext. gridded binary data,Binary,
.neta,Netica Bayesian network binary data,Binary,
.ems,Intergraph Engineering Modelling System data,Binary,
.uhs,Universal Hint System binary data,Binary,
.bsave,Quickbasic BLOAD/BSAVE format,Binary,
.akm,Aksharamala keymap binary data,Binary,
.rqf,R-Quest Duplication Systems firmware update,Binary,
.bim,ZEMAX binary image,Binary,
.ctx,Visual Basic user control binary data,Binary,
.fb1,FAWAVE binary data,Binary,
.gbf,GTrek GPS binary file,Binary,
.bgf,ZEMAX binary glass catalog,Binary,
.mo,Message catalog binary data,Binary,
.boo,Bootstrap (Kermit protocol binary data),Binary,
.bqf,Wavewatch binary quadrupled data,Binary,
.akm,MOM management pack,Binary,
.flx,DataFlex compiled binary,Binary,text/vnd.fmi.flexstor
.ppo,Free Pascal compiled unit,Binary,
.gpl,GenePix Lab Book format,Binary,
.tpb,GROMACS portable binary run input data,Binary,
.pbi,Microsoft Source Profiler profiler binary input,Binary,
.srpm,Linux Source RPM Package,Binary,
.tpa,GROMACS portable binary run input data,Binary,
.fb2,FAWAVE binary data,Binary,
.bif,Corel WordPerfect binary information,Binary,
.bqy,NuFX with BLU header,Binary,
.bws,KS32C6200 demo board ROM binary file,Binary,
.mag,EcoWin chart file,Binary,application/vnd.ecowin.chart
.fcm,jlpak10.zip binary file patch,Binary,
.obb,Android opaque binary blob archive,Encrypted,
.pkpass,Apple Wallet pass data,Encrypted,
.rpgmvp,RPG Maker MV encrypted PNG image,Encrypted,
.crypt,WhatsApp encrypted backup (original),Encrypted,
.crypt12,WhatsApp Messenger message database,Encrypted,
.vdata,Vaulty hidden picture or video,Encrypted,
.crypt8,WhatsApp Messenger message database,Encrypted,
.sdtid,RSA soft-token,Encrypted,
.key,Licence or encrypted security key,Encrypted,
.asice,Associated Signature Container (ASiC-E),Encrypted,
.asec,Google Android encrypted application package,Encrypted,
.ksd,KeepSafe encrypted data,Encrypted,
.eslock,ES File Explorer encrypted data file,Encrypted,
.signed,macOS (OS X) data signature,Encrypted,
.p7s,PKCS #7 signature,Encrypted,application/pkcs7-signature
.iwa,Apple iWork document archive,Encrypted,
.rem,BlackBerry encrypted data,Encrypted,
.p7e,SecureSoft encrypted data,Encrypted,
.switch,Egress Switch secured package,Encrypted,
.pem,Privacy Enhanced Mail security certificate,Encrypted,
.hc,VeraCrypt disk volume file,Encrypted,
.epk,LG firmware archive,Encrypted,
.acsm,Adobe Content Server Message data,Encrypted,
.crypt7,WhatsApp Messenger encrypted message database backup,Encrypted,
.crypt10,WhatsApp Messenger encrypted message database backup,Encrypted,
.slm,Gallery Lock hidden media,Encrypted,
.adoc,Authentica Secure Office encoded Word document,Encrypted,
.p7m,S/MIME digital signature,Encrypted,application/pkcs7-mime
.leotmi,Privacy Lock protected picture,Encrypted,
.jpgenx,Egis encrypted JPG picture image,Encrypted,
.rpgmvo,RPG Maker MV encrypted OGG audio,Encrypted,
.emc,Striata Reader encrypted document,Encrypted,
.mcat,Meerecat File Guard encrypted data,Encrypted,
.dcv,DriveCrypt encrypted volume,Encrypted,
.ifs,InfoSlips secure information package,Encrypted,
.enc,Uuencode encoded data,Encrypted,
.prv,SecretAgent private key,Encrypted,
.sec,Pretty Good Privacy secret key ring file,Encrypted,
.vsf,Voltage SecureFile encrypted document,Encrypted,application/vnd.vsf
.menc,Microsoft Windows Mobile encrypted data,Encrypted,
.pdc,Lizard Safeguard secure PDF document,Encrypted,
.awsec,Vodafone Secure Content Locker encrypted data,Encrypted,
.ftil,e-Hastakshar contract note,Encrypted,
.auth,ShopSite store authorization,Encrypted,
.xlsl,Document Manager locked Excel spreadsheet,Encrypted,
.pfx,Certificate,Encrypted,application/x-pkcs12
.aee,ASUS Data Security Manager protected data,Encrypted,
.crypt9,WhatsApp Messenger encrypted message database backup,Encrypted,
.jpg_encrypted,Google Android encrypted JPEG picture image,Encrypted,
.pp7m,Entrust Entelligence Security Provider password-encrypted data,Encrypted,
.kdbx,KeePass password database,Encrypted,
.rsa,RSA digital certificate,Encrypted,
.uhh,Eurotherm Hydra History encrypted data,Encrypted,
.ize,IZArc encrypted archive,Encrypted,
.p7z,S/MIME compressed e-mail message,Encrypted,
.gpg,GNU Privacy Guard public keyring,Encrypted,
.jpgx,Egis encrypted JPG bitmap image,Encrypted,
.cxt,Adobe Director protected cast data,Encrypted,application/x-director
.crypt5,WhatsApp Messenger encrypted message database backup,Encrypted,
.ee,Encrypt Easy encrypted data,Encrypted,
.p12,PFX file (Personal Information Exchange),Encrypted,application/x-pkcs12
.tc,TrueCrypt disk volume image file,Encrypted,
.c2v,WellSight Systems license information file,Encrypted,
.sme,SmartEncryptor encrypted archive,Encrypted,
.mse,3ds Max encrypted MAXScript script,Encrypted,
.key,Avira AntiVir Personal license key,Encrypted,
